"Game Title","User Rating",age_group_id,Price,platform_id,special_device_id,developer_publisher_id,release_year_id,genre_id,multiplayer_id,"Game Length (Hours)",game_quality_id,"User Review Text",game_mode_id,"Min Number of Players"
"1000-Piece Puzzle",28,1,37.44,4,2,14,6,6,1,30.1,18,"Disappointing game, but the gameplay is amazing.",1,1
"Half-Life: Alyx",38.9,3,47.71,2,2,22,6,7,2,52.6,3,"Amazing game, but too many bugs.",1,10
"Bioshock Infinite",20.7,3,30.71,2,2,48,5,6,1,19.7,21,"Solid game, but the gameplay is amazing.",2,3
"Portal 2",26.4,4,31.59,2,2,58,4,6,2,31.6,39,"Great game, but the gameplay is amazing.",1,4
"Call of Duty: Modern Warfare 2",38.8,4,54.74,3,1,54,5,2,2,38.3,24,"Solid game, but the graphics could be better.",2,2
"Stardew Valley",37.4,3,51.56,1,1,5,4,8,1,32.1,57,"Solid game, but too many bugs.",2,7
"Half-Life: Alyx",22.6,3,39.56,5,2,32,12,1,2,10.1,13,"Great game, but too many bugs.",2,4
"Hitman 3",27.6,4,22.16,3,1,26,10,7,2,50.3,30,"Disappointing game, but too many bugs.",1,2
"League of Legends",27.8,2,36.91,1,2,38,4,8,1,26.1,50,"Solid game, but the gameplay is amazing.",1,3
Hades,29.1,4,51.42,3,1,16,5,4,1,18,10,"Great game, but the gameplay is amazing.",2,6
Cuphead,24.3,3,28.01,5,2,87,14,8,1,36.8,28,"Great game, but too many bugs.",1,8
"FIFA 24",26.4,4,24.52,1,1,29,8,3,1,48,48,"Solid game, but the gameplay is amazing.",2,10
"Bioshock Infinite",26.9,1,43.55,2,2,49,8,1,1,13.5,55,"Amazing game, but too many bugs.",2,3
"Hitman 3",22.9,3,20.19,5,2,6,7,3,1,41.9,63,"Amazing game, but too many bugs.",2,3
"Pillars of Eternity II: Deadfire",26.1,2,30.03,1,2,83,10,4,1,41.7,22,"Amazing game, but the graphics could be better.",2,6
"Sid Meierâ€™s Civilization VI",41.3,1,59.5,2,1,87,13,3,1,39.9,40,"Great game, but the gameplay is amazing.",2,4
"Counter-Strike: Global Offensive",29.2,3,33.91,2,2,15,8,6,1,35,18,"Disappointing game, but the graphics could be better.",1,3
Cuphead,28.2,3,39.37,4,2,29,12,2,2,32.4,41,"Disappointing game, but the gameplay is amazing.",1,6
"1000-Piece Puzzle",32.5,2,42.15,4,2,81,9,6,1,35.7,10,"Disappointing game, but too many bugs.",2,1
"Animal Crossing: New Horizons",30.8,2,37.79,4,1,41,14,2,1,34.4,28,"Amazing game, but the graphics could be better.",2,8
"FIFA 24",30.4,4,58.17,5,2,22,1,1,2,8.3,31,"Disappointing game, but the gameplay is amazing.",2,4
Cuphead,36.3,1,39.64,5,1,19,12,10,2,48.7,62,"Great game, but the graphics could be better.",2,7
"Tekken 7",21.3,2,22.59,2,1,19,14,3,1,37.6,41,"Disappointing game, but the gameplay is amazing.",2,5
"Counter-Strike: Global Offensive",30.2,1,27.8,3,1,25,9,5,2,58.6,27,"Great game, but too many bugs.",2,3
"Halo Infinite",32.8,3,28.08,1,1,80,4,3,1,59.4,40,"Disappointing game, but the graphics could be better.",2,5
"Street Fighter V",30.7,4,33.87,3,1,4,11,1,2,40.9,41,"Disappointing game, but too many bugs.",2,8
"FIFA 24",30.1,1,36.01,3,2,9,9,7,1,42.1,46,"Solid game, but the graphics could be better.",1,4
"The Elder Scrolls V: Skyrim",11.8,3,20.14,4,1,36,10,2,2,7.1,5,"Disappointing game, but the graphics could be better.",1,4
"Tekken 7",33,4,36.8,1,1,17,13,1,2,42.8,50,"Solid game, but too many bugs.",1,6
"Tomb Raider (2013)",38.9,1,58.24,4,1,72,12,5,1,39,12,"Solid game, but the graphics could be better.",1,1
"The Sims 4",26.6,2,22.41,5,2,13,6,8,2,49.3,23,"Disappointing game, but the gameplay is amazing.",1,6
"Super Mario Odyssey",36.1,2,38.58,3,2,84,8,9,2,56.4,31,"Disappointing game, but too many bugs.",1,10
"Stardew Valley",19.9,3,23.21,3,2,78,10,1,1,28.2,42,"Great game, but the gameplay is amazing.",1,2
"Call of Duty: Modern Warfare 2",19.8,2,20.29,3,1,36,4,2,1,29,61,"Amazing game, but the gameplay is amazing.",1,6
"Half-Life: Alyx",31.1,1,23.97,2,1,7,8,2,1,59.6,54,"Disappointing game, but the gameplay is amazing.",1,4
"Fall Guys",25.9,1,49.97,2,1,55,14,3,2,7.9,39,"Disappointing game, but too many bugs.",1,10
"Call of Duty: Modern Warfare 2",33.3,2,49.12,2,1,4,14,7,2,24.2,34,"Disappointing game, but the gameplay is amazing.",1,5
"Among Us",39.8,3,53.78,4,1,74,6,4,2,36.9,60,"Solid game, but too many bugs.",2,2
"Super Smash Bros. Ultimate",27.5,3,47.51,3,2,3,1,1,2,8.6,40,"Disappointing game, but the graphics could be better.",1,5
"Ghost of Tsushima",29.4,3,51.4,3,2,68,12,10,1,14.6,8,"Solid game, but the gameplay is amazing.",1,1
"Counter-Strike: Global Offensive",30.8,2,45.7,2,2,59,14,8,1,20,6,"Amazing game, but the gameplay is amazing.",2,1
"Overwatch 2",29.4,2,38.6,3,2,12,14,4,1,38.9,50,"Disappointing game, but too many bugs.",2,6
"Kingdom Hearts III",32.3,1,45.81,3,1,54,11,5,1,28.7,51,"Solid game, but the gameplay is amazing.",2,7
"Tekken 7",24.8,3,44.71,4,1,7,9,2,1,8.3,39,"Disappointing game, but too many bugs.",2,1
"Super Mario Odyssey",28.9,4,54.15,1,2,69,9,7,2,8.6,12,"Great game, but the gameplay is amazing.",1,2
"Bioshock Infinite",30.6,4,53.99,5,2,60,8,6,2,16.7,10,"Great game, but the gameplay is amazing.",2,7
"Ghost of Tsushima",44,4,55.43,1,1,80,9,2,1,55.3,59,"Disappointing game, but the gameplay is amazing.",1,2
"Halo Infinite",38.7,1,55.29,4,2,13,7,9,1,35.6,64,"Disappointing game, but too many bugs.",1,8
"The Sims 4",22.2,1,32.72,5,2,80,2,6,2,26.2,21,"Disappointing game, but too many bugs.",1,10
"Portal 2",24.3,3,38.71,5,2,42,13,10,2,16.9,31,"Amazing game, but the graphics could be better.",1,8
"Rocket League",40,3,45.24,1,2,63,2,6,1,51.9,13,"Great game, but the graphics could be better.",2,6
"Among Us",32.9,4,37.98,1,1,32,9,8,1,48,9,"Solid game, but the graphics could be better.",2,5
"Sid Meierâ€™s Civilization VI",23.5,3,38.88,5,2,16,13,2,1,13.6,13,"Disappointing game, but too many bugs.",1,8
"Counter-Strike: Global Offensive",18,2,22.14,4,2,28,12,7,2,18.7,18,"Disappointing game, but too many bugs.",2,7
"Just Dance 2024",29.7,4,43.09,5,1,54,7,2,2,32.5,18,"Disappointing game, but the gameplay is amazing.",2,7
"Hitman 3",17.8,4,31.3,1,2,15,14,10,1,6.2,55,"Great game, but the graphics could be better.",1,1
"The Elder Scrolls V: Skyrim",30.4,4,56.35,5,1,82,4,5,1,5.2,15,"Disappointing game, but the graphics could be better.",1,3
"Street Fighter V",31.4,4,35.73,5,1,84,10,1,1,41.7,40,"Great game, but too many bugs.",1,8
"The Elder Scrolls V: Skyrim",29.6,1,31.43,2,1,31,14,4,2,47.7,52,"Amazing game, but too many bugs.",2,6
Cuphead,35,4,46.54,2,2,29,3,1,1,40.1,2,"Disappointing game, but the graphics could be better.",1,1
Cuphead,42.7,4,54.31,5,1,20,5,4,1,57.2,49,"Solid game, but the gameplay is amazing.",2,10
"Fall Guys",20.2,1,22.37,1,2,39,11,7,1,34.4,24,"Disappointing game, but the gameplay is amazing.",1,1
"The Witcher 3: Wild Hunt",35.8,1,53.2,3,2,14,7,2,1,29.4,59,"Amazing game, but the graphics could be better.",2,5
"The Witcher 3: Wild Hunt",36.2,2,48.34,1,2,40,9,2,2,39,59,"Great game, but too many bugs.",2,3
"Overwatch 2",18.2,2,29.98,2,2,16,9,1,1,11.9,29,"Amazing game, but the gameplay is amazing.",1,4
"Tekken 7",13.8,2,24.38,4,2,19,14,9,1,6.7,21,"Amazing game, but the graphics could be better.",2,3
"Tekken 7",35.8,4,50.84,2,1,82,14,1,2,35.7,8,"Amazing game, but too many bugs.",2,7
"The Elder Scrolls V: Skyrim",20.2,3,22.59,1,2,9,10,8,2,26.7,61,"Great game, but too many bugs.",2,4
"Just Dance 2024",38.9,1,50.74,2,1,76,11,3,1,43.7,20,"Solid game, but the gameplay is amazing.",1,2
Minecraft,25.9,3,21.16,4,1,9,2,6,1,54.2,17,"Disappointing game, but the graphics could be better.",2,5
"Hitman 3",27.8,1,45.24,1,2,82,6,4,2,21.8,35,"Disappointing game, but the graphics could be better.",1,6
"1000-Piece Puzzle",27.5,2,42.24,1,1,2,3,6,1,17.6,36,"Amazing game, but the gameplay is amazing.",2,7
"Call of Duty: Modern Warfare 2",31.8,3,31.66,1,2,51,4,5,1,55,13,"Solid game, but too many bugs.",2,8
Cuphead,43.7,2,53.04,3,1,33,8,5,2,52.2,12,"Amazing game, but too many bugs.",1,2
"PokÃ©mon Scarlet & Violet",36.6,3,39.34,5,1,85,8,1,2,51.7,47,"Amazing game, but too many bugs.",1,6
Tetris,40.3,1,53.12,3,2,63,6,2,1,48.6,61,"Solid game, but the graphics could be better.",1,3
"Just Dance 2024",25,1,26.94,2,1,55,14,8,2,40,3,"Disappointing game, but too many bugs.",2,4
"The Witcher 3: Wild Hunt",25.6,1,28.94,3,2,87,14,2,1,39,58,"Great game, but too many bugs.",1,8
"Stardew Valley",40.5,4,51.71,1,2,22,12,9,2,46.7,47,"Amazing game, but too many bugs.",1,10
"Street Fighter V",25.7,3,47.79,4,2,3,6,9,1,6.5,54,"Disappointing game, but too many bugs.",2,2
Cuphead,44,4,59.91,2,1,82,1,8,1,48,40,"Solid game, but too many bugs.",2,3
"The Witcher 3: Wild Hunt",25,2,46.33,2,1,30,14,5,2,5.1,28,"Amazing game, but too many bugs.",1,6
"1000-Piece Puzzle",21.2,4,32.15,3,2,10,8,2,1,21.5,36,"Great game, but the gameplay is amazing.",2,1
"Pillars of Eternity II: Deadfire",31.4,4,40.5,5,1,23,4,10,1,36,10,"Amazing game, but too many bugs.",1,1
Tetris,29.5,2,39.79,2,2,69,8,3,2,28.2,3,"Great game, but the graphics could be better.",2,5
"Overwatch 2",23.5,2,23.2,4,2,67,6,1,2,44.9,25,"Solid game, but the gameplay is amazing.",2,1
"Pillars of Eternity II: Deadfire",33.7,1,59.39,1,1,14,12,2,2,15.4,57,"Disappointing game, but too many bugs.",1,3
"Portal 2",18.5,3,29.84,3,1,40,2,3,2,6.9,2,"Disappointing game, but the gameplay is amazing.",1,8
"Street Fighter V",27.6,3,51.39,2,1,46,2,9,2,11.7,26,"Solid game, but too many bugs.",1,2
Minecraft,37,2,53.41,2,1,12,13,7,2,37.5,10,"Great game, but the graphics could be better.",1,10
"Portal 2",43.1,3,52.64,1,1,21,14,9,2,51.1,39,"Solid game, but the graphics could be better.",2,6
"Super Smash Bros. Ultimate",30.9,3,34.23,5,1,14,10,3,2,43.4,5,"Great game, but too many bugs.",1,1
"League of Legends",41.1,2,51.69,2,1,31,2,10,1,51.2,14,"Solid game, but too many bugs.",2,8
"Halo Infinite",36.3,1,55.35,3,2,79,14,10,1,27.8,64,"Solid game, but too many bugs.",1,6
"Portal 2",34.3,4,30.55,5,1,86,10,10,1,59,29,"Solid game, but too many bugs.",2,5
"Tomb Raider (2013)",33,1,28.85,3,2,58,7,7,2,59.3,5,"Amazing game, but too many bugs.",2,1
Minecraft,32.8,4,52.78,3,2,49,10,5,1,22.7,24,"Great game, but too many bugs.",1,4
"Overwatch 2",34.4,3,45.15,5,2,70,6,1,2,34.4,60,"Disappointing game, but the gameplay is amazing.",2,3
"1000-Piece Puzzle",28,3,36.17,2,1,22,8,7,1,27.9,49,"Disappointing game, but the gameplay is amazing.",1,1
"Pillars of Eternity II: Deadfire",38.2,4,46.21,3,2,64,4,8,1,45.3,10,"Disappointing game, but the gameplay is amazing.",2,4
"Red Dead Redemption 2",22.1,4,26.84,4,1,16,11,6,2,24.7,19,"Great game, but the graphics could be better.",1,1
"Counter-Strike: Global Offensive",37.4,2,52.8,2,2,65,9,1,2,34.4,17,"Great game, but the gameplay is amazing.",2,5
"Tomb Raider (2013)",34.1,1,49.54,5,1,49,5,10,1,28.2,30,"Disappointing game, but the gameplay is amazing.",2,4
"Pillars of Eternity II: Deadfire",19.8,3,22.57,2,1,43,8,2,1,29.4,13,"Great game, but the graphics could be better.",1,3
Cuphead,25.9,2,28.85,5,1,55,11,4,1,37.2,5,"Great game, but too many bugs.",2,8
Tetris,44,3,58.48,1,1,24,9,7,2,52.3,53,"Amazing game, but the gameplay is amazing.",2,1
"Pillars of Eternity II: Deadfire",39.2,3,50.55,5,1,55,8,2,1,49.6,35,"Amazing game, but the graphics could be better.",2,5
"Kingdom Hearts III",45.1,1,57.92,4,2,21,6,7,2,55.9,2,"Great game, but too many bugs.",1,7
Hades,42.9,4,54.95,1,1,57,10,1,1,54.4,46,"Solid game, but too many bugs.",2,3
"PokÃ©mon Scarlet & Violet",31,1,35.25,4,2,88,12,1,1,42.8,31,"Amazing game, but the gameplay is amazing.",2,3
"Stardew Valley",36,4,54.12,5,2,89,4,10,1,25.5,28,"Amazing game, but the gameplay is amazing.",1,2
Minecraft,30.4,4,54.82,5,1,31,7,10,1,12,39,"Great game, but the gameplay is amazing.",1,8
"Tekken 7",39,1,57.68,1,2,79,14,5,1,30.4,6,"Disappointing game, but the graphics could be better.",2,8
"Just Dance 2024",27.6,4,22.09,4,2,72,12,2,1,52.8,27,"Amazing game, but the graphics could be better.",1,8
"The Elder Scrolls V: Skyrim",14.8,1,20.25,1,2,39,12,8,1,19,8,"Solid game, but the gameplay is amazing.",1,1
"Kingdom Hearts III",37.3,2,38.01,2,1,48,14,3,2,56.7,38,"Disappointing game, but the gameplay is amazing.",2,6
"Pillars of Eternity II: Deadfire",40.5,4,59.95,1,2,66,3,3,1,33.6,61,"Great game, but the graphics could be better.",2,6
"Half-Life: Alyx",29,1,36.13,2,1,69,8,6,1,30,28,"Amazing game, but the gameplay is amazing.",1,7
"Animal Crossing: New Horizons",28.7,3,42.74,3,1,52,6,4,2,24.5,3,"Disappointing game, but too many bugs.",1,5
"The Legend of Zelda: Breath of the Wild",14.3,1,25.63,3,2,38,2,9,1,10.4,12,"Amazing game, but the gameplay is amazing.",2,1
"Stardew Valley",27.3,1,35.67,5,1,42,9,3,1,37.4,3,"Great game, but the graphics could be better.",2,4
"Grand Theft Auto V",21.7,2,29.27,1,2,44,3,10,1,21.9,58,"Amazing game, but the gameplay is amazing.",1,2
"Spelunky 2",41.3,3,50.71,4,1,2,10,4,1,53.5,62,"Amazing game, but the graphics could be better.",1,3
"Bioshock Infinite",24.1,3,33.47,4,2,77,6,9,1,27.3,24,"Solid game, but the graphics could be better.",1,8
"Fall Guys",29.4,4,50.21,4,2,16,10,4,1,17.3,61,"Solid game, but the gameplay is amazing.",1,7
"Super Mario Odyssey",28.2,3,21.48,1,2,26,8,4,2,55.9,2,"Solid game, but too many bugs.",1,8
"Red Dead Redemption 2",32,4,54.27,5,2,74,3,6,2,21.4,46,"Great game, but the graphics could be better.",1,2
"Bioshock Infinite",27.9,1,30.7,5,1,28,1,10,1,43.6,62,"Solid game, but the graphics could be better.",1,3
"The Witcher 3: Wild Hunt",27.7,1,46.65,4,1,39,5,6,1,15.3,62,"Amazing game, but too many bugs.",2,7
"Ghost of Tsushima",28.7,2,33.18,1,2,76,7,2,2,41.8,55,"Amazing game, but the graphics could be better.",1,8
"The Elder Scrolls V: Skyrim",22.6,2,29.68,1,2,79,11,7,1,31.5,43,"Amazing game, but too many bugs.",2,2
"Just Dance 2024",38.7,1,41.32,2,2,6,1,5,2,54,20,"Great game, but the graphics could be better.",1,6
"Super Smash Bros. Ultimate",38,1,55.38,3,2,83,9,3,1,30.1,19,"Disappointing game, but too many bugs.",1,10
Tetris,35,2,53.82,2,1,8,8,7,2,23,48,"Amazing game, but the graphics could be better.",1,2
Hades,30.5,1,30.38,5,2,61,3,8,1,53,4,"Amazing game, but too many bugs.",2,5
Tetris,16.9,1,22.5,5,2,27,4,1,2,18.7,11,"Solid game, but too many bugs.",2,6
"The Elder Scrolls V: Skyrim",25.7,4,48.4,4,2,29,11,8,2,9,40,"Amazing game, but the graphics could be better.",1,2
"Spelunky 2",24.7,2,40.63,5,2,69,5,9,1,13.7,42,"Solid game, but the graphics could be better.",2,3
"Grand Theft Auto V",37.5,1,52.95,2,1,89,3,9,1,32.9,47,"Solid game, but the graphics could be better.",2,3
"Grand Theft Auto V",32.3,4,45.34,2,2,9,3,6,1,27.7,18,"Great game, but too many bugs.",1,8
"Animal Crossing: New Horizons",34.8,4,32.12,1,2,89,9,4,1,56.1,41,"Amazing game, but the graphics could be better.",2,6
"The Witcher 3: Wild Hunt",19,1,26.21,1,1,34,3,9,2,17.2,4,"Disappointing game, but the gameplay is amazing.",2,10
"Fall Guys",38.8,2,44.92,5,1,20,10,6,2,50.2,29,"Disappointing game, but the gameplay is amazing.",2,1
"Tekken 7",18.3,3,25.82,1,2,19,2,6,1,15.2,15,"Amazing game, but too many bugs.",2,3
"PokÃ©mon Scarlet & Violet",22.8,3,21.85,4,2,36,6,9,2,40.1,37,"Disappointing game, but the graphics could be better.",2,2
"Mario Kart 8 Deluxe",25.9,3,43.58,2,2,89,2,7,2,17,64,"Solid game, but too many bugs.",1,4
"Red Dead Redemption 2",34.8,3,43.96,2,2,89,14,1,2,46,18,"Solid game, but too many bugs.",2,6
"Among Us",19.6,2,31.19,3,1,21,9,1,1,13.3,26,"Great game, but the gameplay is amazing.",1,6
"Red Dead Redemption 2",20.4,2,29.08,3,1,56,4,10,2,13.5,34,"Disappointing game, but the gameplay is amazing.",2,7
"Tomb Raider (2013)",32.3,2,56.47,5,2,27,2,1,2,12.4,39,"Solid game, but the gameplay is amazing.",1,10
"Fall Guys",36.4,4,36.34,1,2,24,10,9,2,57.8,46,"Great game, but the graphics could be better.",1,7
Tetris,33.1,2,51.81,2,1,68,8,1,1,18.5,39,"Disappointing game, but too many bugs.",2,4
"Spelunky 2",40.9,2,45.19,1,1,48,2,4,2,55.5,42,"Great game, but too many bugs.",1,4
"Mario Kart 8 Deluxe",27.3,1,35.26,4,1,75,6,5,2,26.5,22,"Great game, but the graphics could be better.",2,3
"Counter-Strike: Global Offensive",36.8,2,47.34,5,1,78,11,1,2,39.3,19,"Great game, but too many bugs.",1,5
"Half-Life: Alyx",25.4,4,35.83,2,2,75,12,10,1,29.5,44,"Disappointing game, but the graphics could be better.",1,10
"FIFA 24",21.8,3,43.77,1,1,19,12,2,1,5.3,62,"Solid game, but the gameplay is amazing.",2,4
"PokÃ©mon Scarlet & Violet",28.5,4,38.1,5,1,84,9,6,1,32.1,51,"Great game, but too many bugs.",1,2
"Overwatch 2",30.4,2,30.5,4,1,73,12,3,1,49.3,41,"Disappointing game, but the gameplay is amazing.",2,5
"Halo Infinite",31.9,2,53.46,1,2,3,2,1,1,15.1,15,"Disappointing game, but too many bugs.",2,6
"Hitman 3",38.8,4,52.82,1,2,45,7,6,2,37.4,44,"Disappointing game, but too many bugs.",1,10
"Just Dance 2024",43.4,1,55.96,2,2,7,10,2,1,51,58,"Disappointing game, but the graphics could be better.",1,10
"Overwatch 2",28.8,4,44.38,4,1,54,1,1,1,23.2,11,"Disappointing game, but the gameplay is amazing.",1,8
"Stardew Valley",34.7,3,37.92,5,1,60,12,1,2,53.3,14,"Disappointing game, but the graphics could be better.",2,2
"Rocket League",28.5,3,22.54,2,2,53,1,8,1,59.2,29,"Solid game, but the graphics could be better.",1,3
"Fall Guys",24.6,3,35.78,5,1,38,1,8,1,26.6,5,"Great game, but the gameplay is amazing.",1,4
"Hitman 3",31.8,1,31.44,5,2,58,5,9,2,47.2,47,"Amazing game, but the graphics could be better.",2,1
Minecraft,29.2,3,48.08,2,1,52,13,9,2,11.8,36,"Amazing game, but the graphics could be better.",2,6
Hades,38.5,4,54.7,3,2,77,7,4,2,35.3,10,"Great game, but too many bugs.",2,7
"Kingdom Hearts III",32.8,2,55.62,4,1,27,1,9,2,20.9,41,"Solid game, but the graphics could be better.",2,10
Tetris,32.9,4,48.51,1,1,42,6,3,2,32.8,46,"Great game, but the graphics could be better.",2,2
"Animal Crossing: New Horizons",30.8,1,28.49,4,1,56,14,7,2,54.4,3,"Solid game, but the gameplay is amazing.",1,3
"The Witcher 3: Wild Hunt",32.1,4,55.02,4,2,67,9,9,2,9.3,56,"Solid game, but too many bugs.",2,1
"Rocket League",26.1,3,47.9,1,1,22,4,8,1,11,27,"Great game, but too many bugs.",2,10
"Bioshock Infinite",23.8,4,26.77,1,1,46,10,3,2,37.8,7,"Amazing game, but the graphics could be better.",2,4
"FIFA 24",23.6,2,31.86,4,2,71,1,8,2,27,4,"Disappointing game, but the graphics could be better.",2,10
"The Sims 4",35.1,4,39.73,1,2,61,7,8,1,48.1,21,"Amazing game, but the gameplay is amazing.",2,2
"The Elder Scrolls V: Skyrim",30.6,4,45.37,2,2,10,13,3,2,28.2,27,"Amazing game, but the graphics could be better.",2,1
"Super Smash Bros. Ultimate",37.4,2,43.71,1,1,22,7,6,1,58,44,"Amazing game, but the graphics could be better.",1,10
Fortnite,28.3,4,23.99,4,1,41,10,8,1,57.4,40,"Amazing game, but the graphics could be better.",2,10
"Tomb Raider (2013)",44.9,1,55.13,3,1,43,3,6,1,51.2,52,"Great game, but too many bugs.",2,3
"Pillars of Eternity II: Deadfire",40.2,1,55.78,1,1,10,12,7,1,44.6,44,"Disappointing game, but too many bugs.",2,8
"The Legend of Zelda: Breath of the Wild",30.1,2,40.37,1,2,89,10,2,1,34.5,44,"Amazing game, but the gameplay is amazing.",1,7
"Super Mario Odyssey",14.1,1,27.09,5,1,48,9,9,1,6,43,"Amazing game, but the gameplay is amazing.",1,8
"Grand Theft Auto V",23.1,1,25.9,3,2,22,9,6,1,27.9,3,"Disappointing game, but the graphics could be better.",2,10
"Rocket League",27.5,1,33.63,4,2,4,13,9,2,33.2,35,"Amazing game, but the gameplay is amazing.",1,4
Tetris,27.3,1,51.94,1,1,30,10,10,2,10.5,45,"Amazing game, but too many bugs.",1,5
"Half-Life: Alyx",32.9,1,52.23,5,1,36,13,1,2,23.2,55,"Disappointing game, but too many bugs.",2,3
"Kingdom Hearts III",25.2,3,23.17,5,1,37,4,10,2,47.4,18,"Great game, but too many bugs.",2,10
"The Sims 4",16.2,3,23.9,3,1,8,2,1,2,10.8,51,"Disappointing game, but too many bugs.",1,1
"League of Legends",35.2,3,59.64,4,2,65,10,8,1,17.1,20,"Great game, but too many bugs.",1,5
"Portal 2",23.3,3,41.53,4,2,35,6,10,2,6.3,17,"Amazing game, but too many bugs.",2,6
"Tomb Raider (2013)",36.4,1,46.41,1,2,25,9,6,1,37.5,3,"Amazing game, but the gameplay is amazing.",2,2
"Street Fighter V",34.7,2,56.71,1,1,14,5,9,2,27.5,59,"Amazing game, but too many bugs.",2,10
"Animal Crossing: New Horizons",36.9,1,56.3,5,1,21,12,1,1,27.6,25,"Amazing game, but the graphics could be better.",1,1
Hades,26.8,1,39.43,2,2,4,13,8,2,27.2,29,"Solid game, but the gameplay is amazing.",1,4
"The Elder Scrolls V: Skyrim",33.9,4,59.58,3,1,78,4,8,1,9.3,61,"Great game, but the graphics could be better.",2,6
"The Legend of Zelda: Breath of the Wild",15.2,4,23.83,3,1,18,4,2,1,9.4,42,"Great game, but the graphics could be better.",1,3
"Half-Life: Alyx",26,4,43.38,5,2,21,11,7,1,12.3,8,"Great game, but the gameplay is amazing.",1,5
"League of Legends",38.6,1,56.34,3,1,5,9,4,1,29.4,5,"Solid game, but too many bugs.",2,3
"FIFA 24",26.1,3,28.25,1,1,44,4,3,2,38.9,46,"Disappointing game, but too many bugs.",1,5
Fortnite,28.7,3,21.99,4,2,12,1,10,2,59.3,48,"Amazing game, but the graphics could be better.",1,3
"Overwatch 2",22.7,2,43.51,3,2,24,4,1,2,8.9,62,"Solid game, but the gameplay is amazing.",1,2
Tetris,44.7,2,59.21,5,2,41,3,8,2,44.2,28,"Solid game, but too many bugs.",2,3
"Bioshock Infinite",32.2,4,31.02,4,2,13,8,4,2,52.3,8,"Solid game, but the gameplay is amazing.",1,5
"Bioshock Infinite",41.9,2,48.05,4,2,63,6,10,2,59.7,44,"Solid game, but too many bugs.",2,1
"Mario Kart 8 Deluxe",26,1,37.71,2,2,85,11,5,2,29.2,59,"Amazing game, but too many bugs.",2,7
"Super Smash Bros. Ultimate",35.4,3,42.88,4,1,89,14,5,2,42.3,26,"Great game, but the graphics could be better.",2,4
"Call of Duty: Modern Warfare 2",28.8,2,47.24,2,1,56,14,5,1,21.5,5,"Amazing game, but the gameplay is amazing.",1,7
"Pillars of Eternity II: Deadfire",30.6,4,40.93,4,2,18,1,4,2,28.4,16,"Amazing game, but too many bugs.",2,3
"Sid Meierâ€™s Civilization VI",33.5,4,43.48,3,1,42,11,10,1,44,50,"Solid game, but the gameplay is amazing.",2,5
Fortnite,22.3,2,32.96,1,1,58,10,5,2,18.5,27,"Amazing game, but the graphics could be better.",2,3
"Super Smash Bros. Ultimate",24.8,1,43.93,2,1,36,1,9,1,9.2,22,"Solid game, but too many bugs.",1,8
"FIFA 24",22.4,2,27.19,2,1,64,12,2,2,27,23,"Solid game, but the graphics could be better.",2,3
